country,region,source,segment,type,abatement,savings (kt),cost (USD/MBtu)
Brunei,Asia Pacific,Onshore conventional oil,Upstream,Oil,Improve flaring,0.21,3.21
Libya,Africa,Onshore conventional oil,Upstream,Oil,Improve flaring,149.51,3.22
Libya,Africa,Offshore oil,Upstream,Oil,Improve flaring,3.45,3.22
Mexico,North America,Onshore conventional oil,Upstream,Oil,Other,11.56,3.22
Other,Other,Downstream gas,Downstream,Gas,Other,8.16,3.23
Chad,Africa,Onshore conventional oil,Upstream,Oil,Improve flaring,2.72,3.23
United States,North America,Downstream oil,Downstream,Oil,Quarterly LDAR,9.56,3.24
United States,North America,Downstream gas,Downstream,Gas,Quarterly LDAR,321.78,3.24
Ghana,Africa,Offshore oil,Upstream,Oil,Improve flaring,3.71,3.27
Ghana,Africa,Onshore conventional oil,Upstream,Oil,Improve flaring,0.35,3.27
Other,Other,Onshore conventional oil,Upstream,Oil,Vapour recovery units,3.08,3.28
Gabon,Africa,Offshore oil,Upstream,Oil,Improve flaring,6.55,3.29
Gabon,Africa,Onshore conventional oil,Upstream,Oil,Improve flaring,6.08,3.29
Colombia,Central and South America,Onshore conventional oil,Upstream,Oil,Improve flaring,2.2,3.3
Other EU7 countries,Europe,Onshore conventional oil,Upstream,Oil,Improve flaring,0.05,3.31
United States,North America,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,31.54,3.33
United States,North America,Unconventional gas,Upstream,Gas,Replace with instrument air systems,521.87,3.33
Guyana,Central and South America,Offshore oil,Upstream,Oil,Improve flaring,0.14,3.33
Russia,Russia & Caspian,Offshore gas,Upstream,Gas,Quarterly LDAR,8.08,3.35
Russia,Russia & Caspian,Offshore oil,Upstream,Oil,Quarterly LDAR,10.63,3.35
Brazil,Central and South America,Offshore oil,Upstream,Oil,Improve flaring,9.47,3.38
Brazil,Central and South America,Onshore conventional oil,Upstream,Oil,Improve flaring,0.75,3.38
Sudan,Africa,Onshore conventional oil,Upstream,Oil,Improve flaring,1.4,3.39
United States,North America,Unconventional oil,Upstream,Oil,Replace with instrument air systems,527.73,3.4
United States,North America,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,211.43,3.4
Ecuador,Central and South America,Onshore conventional oil,Upstream,Oil,Improve flaring,14.01,3.41
Benin,Africa,Downstream oil,Downstream,Oil,Other,0.15,3.42
Other EU17 countries,Europe,Onshore conventional oil,Upstream,Oil,Improve flaring,1.27,3.44
Other EU17 countries,Europe,Offshore oil,Upstream,Oil,Improve flaring,0.11,3.44
Niger,Africa,Downstream oil,Downstream,Oil,Other,0.26,3.47
India,Asia Pacific,Offshore oil,Upstream,Oil,Improve flaring,13.02,3.49
India,Asia Pacific,Onshore conventional oil,Upstream,Oil,Improve flaring,11.11,3.49
Botswana,Africa,Downstream oil,Downstream,Oil,Other,0.03,3.5
Namibia,Africa,Downstream oil,Downstream,Oil,Other,0.04,3.5
Other,Other,Onshore conventional oil,Upstream,Oil,Improve flaring,1.09,3.52
Nigeria,Africa,Downstream gas,Downstream,Gas,Replace compressor seal or rod,10.36,3.54
Other,Other,Downstream oil,Downstream,Oil,Other,0.06,3.55
Azerbaijan,Russia & Caspian,Downstream oil,Downstream,Oil,Other,0.2,3.57
Uzbekistan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Improve flaring,7.47,3.57
Cameroon,Africa,Offshore oil,Upstream,Oil,Improve flaring,0.46,3.58
Kuwait,Middle East,Onshore conventional oil,Upstream,Oil,Vapour recovery units,139.15,3.58
Nigeria,Africa,Onshore conventional oil,Upstream,Oil,Improve flaring,18.7,3.59
Nigeria,Africa,Offshore oil,Upstream,Oil,Improve flaring,20.07,3.59
Russia,Russia & Caspian,Offshore oil,Upstream,Oil,Improve flaring,15.39,3.59
Russia,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Improve flaring,373.24,3.59
Israel,Europe,Onshore conventional oil,Upstream,Oil,Improve flaring,0.02,3.6
Canada,North America,Unconventional oil,Upstream,Oil,Improve flaring,4.18,3.6
Canada,North America,Onshore conventional oil,Upstream,Oil,Improve flaring,3.26,3.6
Russia,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Other,214.53,3.61
Senegal,Africa,Downstream oil,Downstream,Oil,Other,0.11,3.63
United States,North America,Offshore oil,Upstream,Oil,Improve flaring,6.05,3.63
United States,North America,Onshore conventional oil,Upstream,Oil,Improve flaring,20.69,3.63
United States,North America,Unconventional oil,Upstream,Oil,Improve flaring,105.8,3.63
United States,North America,Downstream oil,Downstream,Oil,Continuous LDAR,4.59,3.65
United States,North America,Downstream gas,Downstream,Gas,Continuous LDAR,154.45,3.65
Thailand,Asia Pacific,Offshore oil,Upstream,Oil,Improve flaring,1.54,3.65
Thailand,Asia Pacific,Onshore conventional oil,Upstream,Oil,Improve flaring,2.91,3.65
Kenya,Africa,Downstream oil,Downstream,Oil,Other,0.24,3.65
Ghana,Africa,Downstream oil,Downstream,Oil,Other,0.27,3.65
Equatorial Guinea,Africa,Downstream oil,Downstream,Oil,Other,0.02,3.65
Eritrea,Africa,Downstream oil,Downstream,Oil,Other,0.01,3.65
Ethiopia,Africa,Downstream oil,Downstream,Oil,Other,0.23,3.65
Gabon,Africa,Downstream oil,Downstream,Oil,Other,0.3,3.68
United States,North America,Unconventional gas,Upstream,Gas,Replace compressor seal or rod,85.52,3.74
United States,North America,Onshore conventional gas,Upstream,Gas,Replace compressor seal or rod,4.89,3.74
Pakistan,Asia Pacific,Downstream gas,Downstream,Gas,Replace compressor seal or rod,20.97,3.74
Other countries in Europe,Europe,Onshore conventional gas,Upstream,Gas,Other,0.11,3.75
Netherlands,Europe,Offshore oil,Upstream,Oil,Improve flaring,0.01,3.79
Netherlands,Europe,Onshore conventional oil,Upstream,Oil,Improve flaring,0.01,3.79
Other,Other,Downstream oil,Downstream,Oil,Other,0.09,3.81
Other,Other,Downstream oil,Downstream,Oil,Other,0.14,3.84
Other,Other,Downstream oil,Downstream,Oil,Other,0.41,3.84
Togo,Africa,Downstream oil,Downstream,Oil,Other,0.04,3.84
Cameroon,Africa,Downstream oil,Downstream,Oil,Other,0.44,3.84
Congo,Africa,Downstream oil,Downstream,Oil,Other,0.15,3.84
Cote d'Ivoire,Africa,Downstream oil,Downstream,Oil,Other,0.09,3.84
Argentina,Central and South America,Unconventional oil,Upstream,Oil,Other,28.56,3.84
Viet Nam,Asia Pacific,Offshore oil,Upstream,Oil,Improve flaring,0.43,3.84
Viet Nam,Asia Pacific,Onshore conventional oil,Upstream,Oil,Improve flaring,0.06,3.84
Mexico,North America,Onshore conventional oil,Upstream,Oil,Replace pumps,38.32,3.87
Canada,North America,Unconventional gas,Upstream,Gas,Replace compressor seal or rod,13.57,3.9
Canada,North America,Onshore conventional gas,Upstream,Gas,Replace compressor seal or rod,4.69,3.9
Pakistan,Asia Pacific,Onshore conventional oil,Upstream,Oil,Improve flaring,4.53,3.91
United States,North America,Offshore gas,Upstream,Gas,Associated gas utilisation,18.71,3.92
Indonesia,Asia Pacific,Onshore conventional oil,Upstream,Oil,Improve flaring,18.23,3.93
Indonesia,Asia Pacific,Offshore oil,Upstream,Oil,Improve flaring,3.25,3.93
Turkmenistan,Russia & Caspian,Offshore oil,Upstream,Oil,Improve flaring,16.61,3.94
Turkmenistan,Russia & Caspian,Downstream oil,Downstream,Oil,Other,0.81,3.94
Turkmenistan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Improve flaring,18.31,3.94
Other,Other,Downstream oil,Downstream,Oil,Other,0.54,3.94
Canada,North America,Unconventional gas,Upstream,Gas,Install plunger,8.94,3.95
Canada,North America,Onshore conventional gas,Upstream,Gas,Install plunger,3.09,3.95
Kuwait,Middle East,Onshore conventional oil,Upstream,Oil,Vapour recovery units,21.49,3.96
Kuwait,Middle East,Offshore oil,Upstream,Oil,Vapour recovery units,0.4,3.96
United States,North America,Offshore oil,Upstream,Oil,Associated gas utilisation,105.77,3.96
Other countries in Europe,Europe,Onshore conventional oil,Upstream,Oil,Improve flaring,0.04,3.97
Nigeria,Africa,Downstream oil,Downstream,Oil,Other,3.01,3.98
Denmark,Europe,Onshore conventional oil,Upstream,Oil,Improve flaring,0.04,3.99
Denmark,Europe,Offshore oil,Upstream,Oil,Improve flaring,0.27,3.99
Congo,Africa,Offshore oil,Upstream,Oil,Improve flaring,13.26,4
Congo,Africa,Onshore conventional oil,Upstream,Oil,Improve flaring,2.6,4
Colombia,Central and South America,Downstream oil,Downstream,Oil,Other,1.62,4
Morocco,Africa,Onshore conventional oil,Upstream,Oil,Replace pumps,0.01,4.05
China,Asia Pacific,Unconventional oil,Upstream,Oil,Improve flaring,0.02,4.06
China,Asia Pacific,Offshore oil,Upstream,Oil,Improve flaring,5.85,4.06
China,Asia Pacific,Onshore conventional oil,Upstream,Oil,Improve flaring,15.32,4.06
Angola,Africa,Downstream oil,Downstream,Oil,Other,1.63,4.08
United States,North America,Onshore conventional gas,Upstream,Gas,Replace with electric motor,61.11,4.09
United States,North America,Unconventional gas,Upstream,Gas,Replace with electric motor,1063.77,4.1
Colombia,Central and South America,Onshore conventional gas,Upstream,Gas,Replace compressor seal or rod,0.26,4.12
Mexico,North America,Downstream gas,Downstream,Gas,Other,20.93,4.17
Mexico,North America,Downstream gas,Downstream,Gas,Vapour recovery units,0.65,4.2
Other,Other,Onshore conventional oil,Upstream,Oil,Improve flaring,1.18,4.23
United Kingdom,Europe,Onshore conventional oil,Upstream,Oil,Improve flaring,0.21,4.27
United Kingdom,Europe,Offshore oil,Upstream,Oil,Improve flaring,2.84,4.27
Kazakhstan,Russia & Caspian,Downstream oil,Downstream,Oil,Other,0.91,4.31
Angola,Africa,Downstream gas,Downstream,Gas,Replace compressor seal or rod,0.65,4.34
Democratic Republic of Congo,Africa,Downstream oil,Downstream,Oil,Other,0.03,4.36
United States,North America,Offshore oil,Upstream,Oil,Continuous LDAR,25.48,4.37
United States,North America,Offshore gas,Upstream,Gas,Continuous LDAR,7.88,4.37
Canada,North America,Downstream gas,Downstream,Gas,Vapour recovery units,0.96,4.38
United States,North America,Onshore conventional gas,Upstream,Gas,Install plunger,3.23,4.41
United States,North America,Unconventional gas,Upstream,Gas,Install plunger,56.35,4.41
Canada,North America,Onshore conventional oil,Upstream,Oil,Associated gas utilisation,43.23,4.49
Canada,North America,Unconventional oil,Upstream,Oil,Associated gas utilisation,6.12,4.49
Romania,Europe,Onshore conventional oil,Upstream,Oil,Improve flaring,0.56,4.51
Romania,Europe,Offshore oil,Upstream,Oil,Improve flaring,0.09,4.51
Kuwait,Middle East,Offshore oil,Upstream,Oil,Improve flaring,0.33,4.53
Kuwait,Middle East,Onshore conventional oil,Upstream,Oil,Improve flaring,8.22,4.53
United States,North America,Unconventional oil,Upstream,Oil,Associated gas utilisation,43.27,4.56
United States,North America,Onshore conventional oil,Upstream,Oil,Associated gas utilisation,16.43,4.56
Tanzania,Africa,Downstream oil,Downstream,Oil,Other,0.3,4.59
Other countries in Europe,Europe,Downstream oil,Downstream,Oil,Other,1.57,4.61
United States,North America,Downstream gas,Downstream,Gas,Vapour recovery units,7.64,4.66
Mexico,North America,Onshore conventional oil,Upstream,Oil,Vapour recovery units,42.99,4.7
Australia,Asia Pacific,Offshore oil,Upstream,Oil,Improve flaring,0.82,4.7
Australia,Asia Pacific,Onshore conventional oil,Upstream,Oil,Improve flaring,1.56,4.7
United States,North America,Downstream gas,Downstream,Gas,Replace compressor seal or rod,209.99,4.72
Kuwait,Middle East,Onshore conventional gas,Upstream,Gas,Replace compressor seal or rod,1.09,4.81
Egypt,Africa,Downstream oil,Downstream,Oil,Other,1.33,4.88
Iraq,Middle East,Onshore conventional oil,Upstream,Oil,Other,26.88,4.9
Tunisia,Africa,Downstream oil,Downstream,Oil,Other,0.27,4.9
Canada,North America,Downstream gas,Downstream,Gas,Replace compressor seal or rod,26.34,4.92
Colombia,Central and South America,Onshore conventional gas,Upstream,Gas,Other,1.18,4.92
Algeria,Africa,Downstream oil,Downstream,Oil,Other,1.3,4.95
Libya,Africa,Downstream oil,Downstream,Oil,Other,0.93,4.95
Mexico,North America,Onshore conventional oil,Upstream,Oil,Vapour recovery units,46.14,4.96
Mexico,North America,Offshore oil,Upstream,Oil,Vapour recovery units,49.05,4.96
Mexico,North America,Downstream oil,Downstream,Oil,Associated gas utilisation,0.31,4.99
Morocco,Africa,Downstream oil,Downstream,Oil,Other,0.87,5
Other,Other,Downstream oil,Downstream,Oil,Other,0.86,5.11
Kazakhstan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Other,2.31,5.15
United States,North America,Onshore conventional oil,Upstream,Oil,Vapour recovery units,88.83,5.21
United States,North America,Unconventional oil,Upstream,Oil,Vapour recovery units,222.33,5.21
Canada,North America,Unconventional oil,Upstream,Oil,Vapour recovery units,31.44,5.27
Canada,North America,Onshore conventional oil,Upstream,Oil,Vapour recovery units,233.78,5.27
Norway,Europe,Offshore oil,Upstream,Oil,Vapour recovery units,0.08,5.27
Norway,Europe,Onshore conventional oil,Upstream,Oil,Vapour recovery units,0.06,5.27
Norway,Europe,Onshore conventional oil,Upstream,Oil,Vapour recovery units,0.01,5.27
Angola,Africa,Offshore oil,Upstream,Oil,Improve flaring,25.4,5.33
Angola,Africa,Onshore conventional oil,Upstream,Oil,Improve flaring,0.44,5.33
Angola,Africa,Onshore conventional oil,Upstream,Oil,Vapour recovery units,3.37,5.35
China,Asia Pacific,Downstream oil,Downstream,Oil,Other,17.74,5.46
United States,North America,Offshore oil,Upstream,Oil,Vapour recovery units,7.38,5.46
United States,North America,Unconventional oil,Upstream,Oil,Vapour recovery units,276.5,5.46
United States,North America,Onshore conventional oil,Upstream,Oil,Vapour recovery units,54.08,5.46
Canada,North America,Onshore conventional oil,Upstream,Oil,Other,62.88,5.47
Cuba,Central and South America,Downstream oil,Downstream,Oil,Other,0.46,5.47
Other EU7 countries,Europe,Downstream oil,Downstream,Oil,Other,1.12,5.5
Mexico,North America,Onshore conventional gas,Upstream,Gas,Replace compressor seal or rod,1.47,5.52
Mexico,North America,Unconventional gas,Upstream,Gas,Replace compressor seal or rod,0.03,5.52
Thailand,Asia Pacific,Onshore conventional gas,Upstream,Gas,Other,0.19,5.53
Canada,North America,Unconventional oil,Upstream,Oil,Vapour recovery units,10.92,5.54
Canada,North America,Onshore conventional oil,Upstream,Oil,Vapour recovery units,8.51,5.54
Ecuador,Central and South America,Downstream oil,Downstream,Oil,Other,11.85,5.57
Guyana,Central and South America,Downstream oil,Downstream,Oil,Other,0.08,5.57
Other,Other,Onshore conventional gas,Upstream,Gas,Other,0.01,5.61
Peru,Central and South America,Downstream oil,Downstream,Oil,Other,0.63,5.64
Other,Other,Downstream oil,Downstream,Oil,Other,1.97,5.65
Trinidad and Tobago,Central and South America,Downstream oil,Downstream,Oil,Other,0.03,5.65
Brunei,Asia Pacific,Onshore conventional gas,Upstream,Gas,Other,0.04,5.67
Uruguay,Central and South America,Downstream oil,Downstream,Oil,Other,0.33,5.67
Venezuela,Central and South America,Downstream oil,Downstream,Oil,Other,1.74,5.67
Argentina,Central and South America,Downstream oil,Downstream,Oil,Other,1.91,5.68
Bolivia,Central and South America,Downstream oil,Downstream,Oil,Other,0.88,5.73
Paraguay,Central and South America,Downstream oil,Downstream,Oil,Other,0.1,5.78
Angola,Africa,Onshore conventional oil,Upstream,Oil,Vapour recovery units,1.15,5.8
Angola,Africa,Offshore oil,Upstream,Oil,Vapour recovery units,30.98,5.8
United States,North America,Onshore conventional oil,Upstream,Oil,Other,23.89,5.84
India,Asia Pacific,Downstream oil,Downstream,Oil,Other,31.35,5.88
Canada,North America,Downstream oil,Downstream,Oil,Associated gas utilisation,0.21,5.98
Brazil,Central and South America,Onshore conventional gas,Upstream,Gas,Other,0.64,6
Azerbaijan,Russia & Caspian,Offshore gas,Upstream,Gas,Improve flaring,0.11,6.01
Kazakhstan,Russia & Caspian,Offshore gas,Upstream,Gas,Improve flaring,0.04,6.01
Turkmenistan,Russia & Caspian,Offshore gas,Upstream,Gas,Improve flaring,0.28,6.01
Tanzania,Africa,Onshore conventional gas,Upstream,Gas,Replace compressor seal or rod,0.14,6.01
Ukraine,Europe,Offshore gas,Upstream,Gas,Improve flaring,0.02,6.01
Estonia,Europe,Downstream gas,Downstream,Gas,Other,0.09,6.03
Iran,Middle East,Offshore gas,Upstream,Gas,Improve flaring,2.54,6.04
United Arab Emirates,Middle East,Offshore gas,Upstream,Gas,Improve flaring,0.21,6.04
Qatar,Middle East,Offshore gas,Upstream,Gas,Improve flaring,1.35,6.04
Saudi Arabia,Middle East,Offshore gas,Upstream,Gas,Improve flaring,0.17,6.04
United States,North America,Offshore oil,Upstream,Oil,Quarterly LDAR,23.89,6.06
United States,North America,Offshore gas,Upstream,Gas,Quarterly LDAR,7.39,6.06
Tanzania,Africa,Offshore gas,Upstream,Gas,Improve flaring,0.01,6.07
Other EU17 countries,Europe,Offshore gas,Upstream,Gas,Improve flaring,0.02,6.07
Netherlands,Europe,Offshore gas,Upstream,Gas,Improve flaring,0.01,6.07
Mozambique,Africa,Offshore gas,Upstream,Gas,Improve flaring,0.05,6.07
Nigeria,Africa,Offshore gas,Upstream,Gas,Improve flaring,0.21,6.07
Equatorial Guinea,Africa,Offshore gas,Upstream,Gas,Improve flaring,0.1,6.07
Ghana,Africa,Offshore gas,Upstream,Gas,Improve flaring,0.02,6.07
Cameroon,Africa,Offshore gas,Upstream,Gas,Improve flaring,0.03,6.07
Congo,Africa,Offshore gas,Upstream,Gas,Improve flaring,0.01,6.07
Cote d'Ivoire,Africa,Offshore gas,Upstream,Gas,Improve flaring,0.02,6.07
Democratic Republic of Congo,Africa,Offshore oil,Upstream,Oil,Improve flaring,1.59,6.09
Democratic Republic of Congo,Africa,Onshore conventional oil,Upstream,Oil,Improve flaring,0.92,6.09
Australia,Asia Pacific,Offshore gas,Upstream,Gas,Improve flaring,0.37,6.11
New Zealand,Asia Pacific,Offshore gas,Upstream,Gas,Improve flaring,0.01,6.11
Other countries in Southeast Asia,Asia Pacific,Offshore gas,Upstream,Gas,Improve flaring,0.16,6.14
Thailand,Asia Pacific,Offshore gas,Upstream,Gas,Improve flaring,0.42,6.14
Philippines,Asia Pacific,Offshore gas,Upstream,Gas,Improve flaring,0.02,6.14
Brunei,Asia Pacific,Offshore gas,Upstream,Gas,Improve flaring,0.04,6.14
China,Asia Pacific,Offshore gas,Upstream,Gas,Improve flaring,0.12,6.14
Malaysia,Asia Pacific,Offshore gas,Upstream,Gas,Improve flaring,0.82,6.14
